zip,mean_household_income,income_bracket
02771,134589,Upper Middle Income ($100k-$200k)
02777,126663,Upper Middle Income ($100k-$200k)
02779,165678,Upper Middle Income ($100k-$200k)
02780,94595,Middle Income ($50k-$100k)
02790,135255,Upper Middle Income ($100k-$200k)
02791,146511,Upper Middle Income ($100k-$200k)
02802,108290,Upper Middle Income ($100k-$200k)
02804,127570,Upper Middle Income ($100k-$200k)
02806,209116,High Income (>$200k)
02807,107538,Upper Middle Income ($100k-$200k)
02808,115556,Upper Middle Income ($100k-$200k)
02809,130473,Upper Middle Income ($100k-$200k)
02812,151347,Upper Middle Income ($100k-$200k)
02813,148738,Upper Middle Income ($100k-$200k)
02814,113830,Upper Middle Income ($100k-$200k)
02815,113738,Upper Middle Income ($100k-$200k)
02816,117723,Upper Middle Income ($100k-$200k)
02817,155249,Upper Middle Income ($100k-$200k)
02818,196386,Upper Middle Income ($100k-$200k)
02822,133447,Upper Middle Income ($100k-$200k)
02823,38072,Low Income (<$50k)
02824,203117,High Income (>$200k)
02825,150682,Upper Middle Income ($100k-$200k)
02826,117249,Upper Middle Income ($100k-$200k)
02827,148555,Upper Middle Income ($100k-$200k)
02828,120842,Upper Middle Income ($100k-$200k)
02829,N,Unknown
02830,119682,Upper Middle Income ($100k-$200k)
02831,174373,Upper Middle Income ($100k-$200k)
02832,117498,Upper Middle Income ($100k-$200k)
02833,65271,Middle Income ($50k-$100k)
02835,178257,Upper Middle Income ($100k-$200k)
02836,96912,Middle Income ($50k-$100k)
02837,212129,High Income (>$200k)
02838,150079,Upper Middle Income ($100k-$200k)
02839,143258,Upper Middle Income ($100k-$200k)
02840,123561,Upper Middle Income ($100k-$200k)
02841,182673,Upper Middle Income ($100k-$200k)
02842,135975,Upper Middle Income ($100k-$200k)
02852,143202,Upper Middle Income ($100k-$200k)
02857,129403,Upper Middle Income ($100k-$200k)
02858,118970,Upper Middle Income ($100k-$200k)
02859,136262,Upper Middle Income ($100k-$200k)
02860,79554,Middle Income ($50k-$100k)
02861,95365,Middle Income ($50k-$100k)
02863,59182,Middle Income ($50k-$100k)
02864,133422,Upper Middle Income ($100k-$200k)
02865,131218,Upper Middle Income ($100k-$200k)
02871,149447,Upper Middle Income ($100k-$200k)
02872,135026,Upper Middle Income ($100k-$200k)
02873,91336,Middle Income ($50k-$100k)
02874,198806,Upper Middle Income ($100k-$200k)
02875,N,Unknown
02876,67510,Middle Income ($50k-$100k)
02878,123086,Upper Middle Income ($100k-$200k)
02879,134723,Upper Middle Income ($100k-$200k)
02881,80168,Middle Income ($50k-$100k)
02882,124014,Upper Middle Income ($100k-$200k)
02885,115623,Upper Middle Income ($100k-$200k)
02886,110858,Upper Middle Income ($100k-$200k)
02888,103552,Upper Middle Income ($100k-$200k)
02889,106230,Upper Middle Income ($100k-$200k)
02891,133473,Upper Middle Income ($100k-$200k)
02892,156167,Upper Middle Income ($100k-$200k)
02893,96377,Middle Income ($50k-$100k)
02894,160957,Upper Middle Income ($100k-$200k)
02895,76386,Middle Income ($50k-$100k)
02896,134712,Upper Middle Income ($100k-$200k)
02898,139402,Upper Middle Income ($100k-$200k)
02903,102397,Upper Middle Income ($100k-$200k)
02904,89951,Middle Income ($50k-$100k)
02905,91804,Middle Income ($50k-$100k)
02906,155139,Upper Middle Income ($100k-$200k)
02907,68958,Middle Income ($50k-$100k)
02908,95665,Middle Income ($50k-$100k)
02909,79167,Middle Income ($50k-$100k)
02910,103587,Upper Middle Income ($100k-$200k)
02911,108972,Upper Middle Income ($100k-$200k)
02912,N,Unknown
02914,93632,Middle Income ($50k-$100k)
02915,105126,Upper Middle Income ($100k-$200k)
02916,124506,Upper Middle Income ($100k-$200k)
02917,130578,Upper Middle Income ($100k-$200k)
02918,N,Unknown
02919,117604,Upper Middle Income ($100k-$200k)
02920,96559,Middle Income ($50k-$100k)
02921,172942,Upper Middle Income ($100k-$200k)
03031,190415,Upper Middle Income ($100k-$200k)
03032,194494,Upper Middle Income ($100k-$200k)
03033,204597,High Income (>$200k)
03034,138208,Upper Middle Income ($100k-$200k)
03036,162330,Upper Middle Income ($100k-$200k)
03037,150950,Upper Middle Income ($100k-$200k)
03038,127987,Upper Middle Income ($100k-$200k)
03042,145481,Upper Middle Income ($100k-$200k)
03043,130080,Upper Middle Income ($100k-$200k)
03044,131276,Upper Middle Income ($100k-$200k)
03045,137559,Upper Middle Income ($100k-$200k)
03046,150776,Upper Middle Income ($100k-$200k)
03047,131931,Upper Middle Income ($100k-$200k)
03048,104576,Upper Middle Income ($100k-$200k)
03049,226725,High Income (>$200k)
03051,138929,Upper Middle Income ($100k-$200k)
03052,174397,Upper Middle Income ($100k-$200k)
03053,151738,Upper Middle Income ($100k-$200k)
03054,154807,Upper Middle Income ($100k-$200k)
03055,126397,Upper Middle Income ($100k-$200k)
03057,189332,Upper Middle Income ($100k-$200k)
03060,101029,Upper Middle Income ($100k-$200k)
03062,146946,Upper Middle Income ($100k-$200k)
03063,136345,Upper Middle Income ($100k-$200k)
03064,116226,Upper Middle Income ($100k-$200k)
03070,175594,Upper Middle Income ($100k-$200k)
03071,127788,Upper Middle Income ($100k-$200k)
03076,153367,Upper Middle Income ($100k-$200k)
03077,115393,Upper Middle Income ($100k-$200k)
03079,138926,Upper Middle Income ($100k-$200k)
03082,151389,Upper Middle Income ($100k-$200k)
03084,127408,Upper Middle Income ($100k-$200k)
03086,148670,Upper Middle Income ($100k-$200k)
03087,231099,High Income (>$200k)
03101,113561,Upper Middle Income ($100k-$200k)
03102,96404,Middle Income ($50k-$100k)
03103,87896,Middle Income ($50k-$100k)
03104,112896,Upper Middle Income ($100k-$200k)
03106,141417,Upper Middle Income ($100k-$200k)
03109,128974,Upper Middle Income ($100k-$200k)
03110,212388,High Income (>$200k)
03215,144726,Upper Middle Income ($100k-$200k)
03216,101589,Upper Middle Income ($100k-$200k)
03217,77034,Middle Income ($50k-$100k)
03218,117599,Upper Middle Income ($100k-$200k)
03220,95894,Middle Income ($50k-$100k)
03221,154502,Upper Middle Income ($100k-$200k)
03222,103740,Upper Middle Income ($100k-$200k)
03223,133914,Upper Middle Income ($100k-$200k)
03224,171932,Upper Middle Income ($100k-$200k)
03225,132973,Upper Middle Income ($100k-$200k)
03226,123165,Upper Middle Income ($100k-$200k)
03227,205008,High Income (>$200k)
03229,215767,High Income (>$200k)
03230,89297,Middle Income ($50k-$100k)
03231,107886,Upper Middle Income ($100k-$200k)
03233,118216,Upper Middle Income ($100k-$200k)
03234,114870,Upper Middle Income ($100k-$200k)
03235,84519,Middle Income ($50k-$100k)
03237,122337,Upper Middle Income ($100k-$200k)
03238,63277,Middle Income ($50k-$100k)
03240,92222,Middle Income ($50k-$100k)
03241,152616,Upper Middle Income ($100k-$200k)
03242,121767,Upper Middle Income ($100k-$200k)
03243,89457,Middle Income ($50k-$100k)
03244,102741,Upper Middle Income ($100k-$200k)
03245,131231,Upper Middle Income ($100k-$200k)
03246,104557,Upper Middle Income ($100k-$200k)
03249,137311,Upper Middle Income ($100k-$200k)
03251,113103,Upper Middle Income ($100k-$200k)
03253,130712,Upper Middle Income ($100k-$200k)
03254,133704,Upper Middle Income ($100k-$200k)
03255,136966,Upper Middle Income ($100k-$200k)
03256,108116,Upper Middle Income ($100k-$200k)
03257,140094,Upper Middle Income ($100k-$200k)
03258,124788,Upper Middle Income ($100k-$200k)
03259,142455,Upper Middle Income ($100k-$200k)
03260,149975,Upper Middle Income ($100k-$200k)
03261,127868,Upper Middle Income ($100k-$200k)
03262,123965,Upper Middle Income ($100k-$200k)
03263,84906,Middle Income ($50k-$100k)
03264,104767,Upper Middle Income ($100k-$200k)
03266,99183,Middle Income ($50k-$100k)
03268,118243,Upper Middle Income ($100k-$200k)
03269,126481,Upper Middle Income ($100k-$200k)
03273,155698,Upper Middle Income ($100k-$200k)
03275,104270,Upper Middle Income ($100k-$200k)
03276,92129,Middle Income ($50k-$100k)
03278,144956,Upper Middle Income ($100k-$200k)
03279,92599,Middle Income ($50k-$100k)
03280,118938,Upper Middle Income ($100k-$200k)
03281,136798,Upper Middle Income ($100k-$200k)
03282,122672,Upper Middle Income ($100k-$200k)
03284,118992,Upper Middle Income ($100k-$200k)
03285,102860,Upper Middle Income ($100k-$200k)
03287,139881,Upper Middle Income ($100k-$200k)
03290,144878,Upper Middle Income ($100k-$200k)
03291,-,Unknown
03293,113650,Upper Middle Income ($100k-$200k)
03301,115554,Upper Middle Income ($100k-$200k)
03303,101445,Upper Middle Income ($100k-$200k)
03304,203343,High Income (>$200k)
03307,111721,Upper Middle Income ($100k-$200k)
03431,94971,Middle Income ($50k-$100k)
03440,106243,Upper Middle Income ($100k-$200k)
03441,62186,Middle Income ($50k-$100k)
03442,95867,Middle Income ($50k-$100k)
03443,128609,Upper Middle Income ($100k-$200k)
03444,131568,Upper Middle Income ($100k-$200k)
03445,116409,Upper Middle Income ($100k-$200k)
03446,96290,Middle Income ($50k-$100k)
03447,119015,Upper Middle Income ($100k-$200k)
03448,94788,Middle Income ($50k-$100k)
03449,120334,Upper Middle Income ($100k-$200k)
03450,148574,Upper Middle Income ($100k-$200k)
03451,90310,Middle Income ($50k-$100k)
03452,130642,Upper Middle Income ($100k-$200k)
03455,87092,Middle Income ($50k-$100k)
03456,111837,Upper Middle Income ($100k-$200k)
03457,141046,Upper Middle Income ($100k-$200k)
03458,124867,Upper Middle Income ($100k-$200k)
03461,121948,Upper Middle Income ($100k-$200k)
03462,162564,Upper Middle Income ($100k-$200k)
03464,111862,Upper Middle Income ($100k-$200k)
03465,103923,Upper Middle Income ($100k-$200k)
03466,112983,Upper Middle Income ($100k-$200k)
03467,122063,Upper Middle Income ($100k-$200k)
03470,91423,Middle Income ($50k-$100k)
03561,77418,Middle Income ($50k-$100k)
03570,68071,Middle Income ($50k-$100k)
03574,99821,Middle Income ($50k-$100k)
03575,N,Unknown
03576,77190,Middle Income ($50k-$100k)
03579,74350,Middle Income ($50k-$100k)
03580,136247,Upper Middle Income ($100k-$200k)
03581,79191,Middle Income ($50k-$100k)
03582,67850,Middle Income ($50k-$100k)
03583,96367,Middle Income ($50k-$100k)
03584,132127,Upper Middle Income ($100k-$200k)
03585,97697,Middle Income ($50k-$100k)
03586,266685,High Income (>$200k)
03588,88858,Middle Income ($50k-$100k)
03590,66800,Middle Income ($50k-$100k)
03592,80450,Middle Income ($50k-$100k)
03593,138228,Upper Middle Income ($100k-$200k)
03595,88134,Middle Income ($50k-$100k)
03597,55848,Middle Income ($50k-$100k)
03598,86069,Middle Income ($50k-$100k)
03601,71402,Middle Income ($50k-$100k)
03602,119345,Upper Middle Income ($100k-$200k)
03603,85020,Middle Income ($50k-$100k)
03604,-,Unknown
03605,95006,Middle Income ($50k-$100k)
03607,109225,Upper Middle Income ($100k-$200k)
03608,119528,Upper Middle Income ($100k-$200k)
03609,86342,Middle Income ($50k-$100k)
03740,87447,Middle Income ($50k-$100k)
03741,98191,Middle Income ($50k-$100k)
03743,82149,Middle Income ($50k-$100k)
03745,111503,Upper Middle Income ($100k-$200k)
03748,122487,Upper Middle Income ($100k-$200k)
03750,280981,High Income (>$200k)
03751,92440,Middle Income ($50k-$100k)
03752,88283,Middle Income ($50k-$100k)
03753,144010,Upper Middle Income ($100k-$200k)
03755,225769,High Income (>$200k)
03765,103468,Upper Middle Income ($100k-$200k)
03766,121763,Upper Middle Income ($100k-$200k)
03768,209856,High Income (>$200k)
03770,277366,High Income (>$200k)
03771,100122,Upper Middle Income ($100k-$200k)
03773,100377,Upper Middle Income ($100k-$200k)
03774,93235,Middle Income ($50k-$100k)
03777,104349,Upper Middle Income ($100k-$200k)
03779,124169,Upper Middle Income ($100k-$200k)
03780,506896,High Income (>$200k)
03781,141882,Upper Middle Income ($100k-$200k)
03782,138029,Upper Middle Income ($100k-$200k)
03784,106319,Upper Middle Income ($100k-$200k)
03785,82691,Middle Income ($50k-$100k)
03801,146878,Upper Middle Income ($100k-$200k)
03809,112383,Upper Middle Income ($100k-$200k)
03810,201739,High Income (>$200k)
03811,167592,Upper Middle Income ($100k-$200k)
03812,164250,Upper Middle Income ($100k-$200k)
03813,89195,Middle Income ($50k-$100k)
03814,96084,Middle Income ($50k-$100k)
03816,96559,Middle Income ($50k-$100k)
03817,85966,Middle Income ($50k-$100k)
03818,92528,Middle Income ($50k-$100k)
03819,132384,Upper Middle Income ($100k-$200k)
03820,116215,Upper Middle Income ($100k-$200k)
03823,170631,Upper Middle Income ($100k-$200k)
03824,151002,Upper Middle Income ($100k-$200k)
03825,138161,Upper Middle Income ($100k-$200k)
03826,167810,Upper Middle Income ($100k-$200k)
03827,175603,Upper Middle Income ($100k-$200k)
03830,109827,Upper Middle Income ($100k-$200k)
03832,115225,Upper Middle Income ($100k-$200k)
03833,160254,Upper Middle Income ($100k-$200k)
03835,84521,Middle Income ($50k-$100k)
03836,91416,Middle Income ($50k-$100k)
03837,134590,Upper Middle Income ($100k-$200k)
03838,91161,Middle Income ($50k-$100k)
03839,103196,Upper Middle Income ($100k-$200k)
03840,203461,High Income (>$200k)
03841,127655,Upper Middle Income ($100k-$200k)
03842,123749,Upper Middle Income ($100k-$200k)
03844,209524,High Income (>$200k)
03845,84101,Middle Income ($50k-$100k)
03846,131553,Upper Middle Income ($100k-$200k)
03847,N,Unknown
03848,135754,Upper Middle Income ($100k-$200k)
03849,99582,Middle Income ($50k-$100k)
03850,93278,Middle Income ($50k-$100k)
03851,107739,Upper Middle Income ($100k-$200k)
03852,339397,High Income (>$200k)
03853,118069,Upper Middle Income ($100k-$200k)
03854,256186,High Income (>$200k)
03855,115424,Upper Middle Income ($100k-$200k)
03856,215745,High Income (>$200k)
03857,122515,Upper Middle Income ($100k-$200k)
03858,160337,Upper Middle Income ($100k-$200k)
03860,94752,Middle Income ($50k-$100k)
03861,167910,Upper Middle Income ($100k-$200k)
03862,206495,High Income (>$200k)
03864,164308,Upper Middle Income ($100k-$200k)
03865,134032,Upper Middle Income ($100k-$200k)
03867,98221,Middle Income ($50k-$100k)
03868,95808,Middle Income ($50k-$100k)
03869,118082,Upper Middle Income ($100k-$200k)
03870,211754,High Income (>$200k)
03871,381366,High Income (>$200k)
03872,126196,Upper Middle Income ($100k-$200k)
03873,152077,Upper Middle Income ($100k-$200k)
03874,108603,Upper Middle Income ($100k-$200k)
03875,162388,Upper Middle Income ($100k-$200k)
03878,94593,Middle Income ($50k-$100k)
03882,101316,Upper Middle Income ($100k-$200k)
03883,77588,Middle Income ($50k-$100k)
03884,137011,Upper Middle Income ($100k-$200k)
03885,175310,Upper Middle Income ($100k-$200k)
03886,80996,Middle Income ($50k-$100k)
03887,103858,Upper Middle Income ($100k-$200k)
03890,N,Unknown
03894,122061,Upper Middle Income ($100k-$200k)
03897,N,Unknown
03901,108763,Upper Middle Income ($100k-$200k)
03902,156143,Upper Middle Income ($100k-$200k)
03903,134878,Upper Middle Income ($100k-$200k)
03904,105847,Upper Middle Income ($100k-$200k)
03905,157025,Upper Middle Income ($100k-$200k)
03906,116747,Upper Middle Income ($100k-$200k)
03907,197099,Upper Middle Income ($100k-$200k)
03908,126173,Upper Middle Income ($100k-$200k)
03909,134654,Upper Middle Income ($100k-$200k)
03910,N,Unknown
03911,170602,Upper Middle Income ($100k-$200k)
04001,97582,Middle Income ($50k-$100k)
04002,111938,Upper Middle Income ($100k-$200k)
04003,126973,Upper Middle Income ($100k-$200k)
04005,95911,Middle Income ($50k-$100k)
04006,N,Unknown
04008,109712,Upper Middle Income ($100k-$200k)
04009,100082,Upper Middle Income ($100k-$200k)
04010,84625,Middle Income ($50k-$100k)
04011,107284,Upper Middle Income ($100k-$200k)
04015,98112,Middle Income ($50k-$100k)
04017,103565,Upper Middle Income ($100k-$200k)
04019,115500,Upper Middle Income ($100k-$200k)
04020,85286,Middle Income ($50k-$100k)
04021,223047,High Income (>$200k)
04022,83666,Middle Income ($50k-$100k)
04024,80779,Middle Income ($50k-$100k)
04027,105214,Upper Middle Income ($100k-$200k)
04029,93197,Middle Income ($50k-$100k)
04030,103132,Upper Middle Income ($100k-$200k)
04032,136158,Upper Middle Income ($100k-$200k)
04037,78201,Middle Income ($50k-$100k)
04038,137443,Upper Middle Income ($100k-$200k)
04039,115385,Upper Middle Income ($100k-$200k)
04040,81129,Middle Income ($50k-$100k)
04041,104728,Upper Middle Income ($100k-$200k)
04042,106336,Upper Middle Income ($100k-$200k)
04043,129927,Upper Middle Income ($100k-$200k)
04046,144405,Upper Middle Income ($100k-$200k)
04047,77614,Middle Income ($50k-$100k)
04048,102977,Upper Middle Income ($100k-$200k)
04049,98093,Middle Income ($50k-$100k)
04050,118702,Upper Middle Income ($100k-$200k)
04051,122648,Upper Middle Income ($100k-$200k)
04055,93426,Middle Income ($50k-$100k)
04056,51283,Middle Income ($50k-$100k)
04057,N,Unknown
04061,103488,Upper Middle Income ($100k-$200k)
04062,126624,Upper Middle Income ($100k-$200k)
04063,72786,Middle Income ($50k-$100k)
04064,78649,Middle Income ($50k-$100k)
04066,148706,Upper Middle Income ($100k-$200k)
04068,82962,Middle Income ($50k-$100k)
04069,131158,Upper Middle Income ($100k-$200k)
04071,111399,Upper Middle Income ($100k-$200k)
04072,117943,Upper Middle Income ($100k-$200k)
04073,87329,Middle Income ($50k-$100k)
04074,163709,Upper Middle Income ($100k-$200k)
04076,122823,Upper Middle Income ($100k-$200k)
04079,131622,Upper Middle Income ($100k-$200k)
04083,94073,Middle Income ($50k-$100k)
04084,125037,Upper Middle Income ($100k-$200k)
