zip,mean_household_income,income_bracket
48206,62717,Middle Income ($50k-$100k)
48207,68272,Middle Income ($50k-$100k)
48208,64817,Middle Income ($50k-$100k)
48209,56245,Middle Income ($50k-$100k)
48210,48212,Low Income (<$50k)
48211,46885,Low Income (<$50k)
48212,53148,Middle Income ($50k-$100k)
48213,46014,Low Income (<$50k)
48214,61571,Middle Income ($50k-$100k)
48215,54298,Middle Income ($50k-$100k)
48216,74245,Middle Income ($50k-$100k)
48217,56830,Middle Income ($50k-$100k)
48218,54356,Middle Income ($50k-$100k)
48219,55848,Middle Income ($50k-$100k)
48220,107818,Upper Middle Income ($100k-$200k)
48221,79470,Middle Income ($50k-$100k)
48223,59163,Middle Income ($50k-$100k)
48224,62459,Middle Income ($50k-$100k)
48225,76441,Middle Income ($50k-$100k)
48226,102726,Upper Middle Income ($100k-$200k)
48227,49448,Low Income (<$50k)
48228,45947,Low Income (<$50k)
48229,50185,Middle Income ($50k-$100k)
48230,195925,Upper Middle Income ($100k-$200k)
48233,-,Unknown
48234,48542,Low Income (<$50k)
48235,54345,Middle Income ($50k-$100k)
48236,175910,Upper Middle Income ($100k-$200k)
48237,86650,Middle Income ($50k-$100k)
48238,45850,Low Income (<$50k)
48239,85596,Middle Income ($50k-$100k)
48240,73255,Middle Income ($50k-$100k)
48242,-,Unknown
48243,-,Unknown
48301,238097,High Income (>$200k)
48302,264892,High Income (>$200k)
48304,224702,High Income (>$200k)
48306,206982,High Income (>$200k)
48307,137478,Upper Middle Income ($100k-$200k)
48309,155282,Upper Middle Income ($100k-$200k)
48310,92064,Middle Income ($50k-$100k)
48312,89694,Middle Income ($50k-$100k)
48313,100782,Upper Middle Income ($100k-$200k)
48314,112524,Upper Middle Income ($100k-$200k)
48315,123739,Upper Middle Income ($100k-$200k)
48316,132147,Upper Middle Income ($100k-$200k)
48317,84954,Middle Income ($50k-$100k)
48320,115956,Upper Middle Income ($100k-$200k)
48322,154459,Upper Middle Income ($100k-$200k)
48323,192983,Upper Middle Income ($100k-$200k)
48324,194347,Upper Middle Income ($100k-$200k)
48326,108626,Upper Middle Income ($100k-$200k)
48327,93935,Middle Income ($50k-$100k)
48328,102448,Upper Middle Income ($100k-$200k)
48329,104086,Upper Middle Income ($100k-$200k)
48331,151452,Upper Middle Income ($100k-$200k)
48334,127572,Upper Middle Income ($100k-$200k)
48335,121386,Upper Middle Income ($100k-$200k)
48336,106528,Upper Middle Income ($100k-$200k)
48340,59756,Middle Income ($50k-$100k)
48341,68656,Middle Income ($50k-$100k)
48342,51078,Middle Income ($50k-$100k)
48346,120035,Upper Middle Income ($100k-$200k)
48348,167843,Upper Middle Income ($100k-$200k)
48350,134725,Upper Middle Income ($100k-$200k)
48353,140996,Upper Middle Income ($100k-$200k)
48356,122564,Upper Middle Income ($100k-$200k)
48357,125421,Upper Middle Income ($100k-$200k)
48359,118317,Upper Middle Income ($100k-$200k)
48360,153478,Upper Middle Income ($100k-$200k)
48362,137122,Upper Middle Income ($100k-$200k)
48363,221432,High Income (>$200k)
48367,137700,Upper Middle Income ($100k-$200k)
48370,148741,Upper Middle Income ($100k-$200k)
48371,138032,Upper Middle Income ($100k-$200k)
48374,229832,High Income (>$200k)
48375,143342,Upper Middle Income ($100k-$200k)
48377,107006,Upper Middle Income ($100k-$200k)
48380,170057,Upper Middle Income ($100k-$200k)
48381,144506,Upper Middle Income ($100k-$200k)
48382,164327,Upper Middle Income ($100k-$200k)
48383,131198,Upper Middle Income ($100k-$200k)
48386,109763,Upper Middle Income ($100k-$200k)
48390,119354,Upper Middle Income ($100k-$200k)
48393,92826,Middle Income ($50k-$100k)
48401,79635,Middle Income ($50k-$100k)
48410,48770,Low Income (<$50k)
48411,N,Unknown
48412,106678,Upper Middle Income ($100k-$200k)
48413,73758,Middle Income ($50k-$100k)
48414,87962,Middle Income ($50k-$100k)
48415,110553,Upper Middle Income ($100k-$200k)
48416,80385,Middle Income ($50k-$100k)
48417,85779,Middle Income ($50k-$100k)
48418,97567,Middle Income ($50k-$100k)
48419,79882,Middle Income ($50k-$100k)
48420,83563,Middle Income ($50k-$100k)
48421,85590,Middle Income ($50k-$100k)
48422,73592,Middle Income ($50k-$100k)
48423,83933,Middle Income ($50k-$100k)
48426,84504,Middle Income ($50k-$100k)
48427,73392,Middle Income ($50k-$100k)
48428,118432,Upper Middle Income ($100k-$200k)
48429,77436,Middle Income ($50k-$100k)
48430,136944,Upper Middle Income ($100k-$200k)
48432,70795,Middle Income ($50k-$100k)
48433,101784,Upper Middle Income ($100k-$200k)
48434,71153,Middle Income ($50k-$100k)
48435,96030,Middle Income ($50k-$100k)
48436,115781,Upper Middle Income ($100k-$200k)
48437,50549,Middle Income ($50k-$100k)
48438,121921,Upper Middle Income ($100k-$200k)
48439,114866,Upper Middle Income ($100k-$200k)
48440,120391,Upper Middle Income ($100k-$200k)
48441,72803,Middle Income ($50k-$100k)
48442,108648,Upper Middle Income ($100k-$200k)
48444,82220,Middle Income ($50k-$100k)
48445,71054,Middle Income ($50k-$100k)
48446,84998,Middle Income ($50k-$100k)
48449,90212,Middle Income ($50k-$100k)
48450,72432,Middle Income ($50k-$100k)
48451,115050,Upper Middle Income ($100k-$200k)
48453,71467,Middle Income ($50k-$100k)
48454,81818,Middle Income ($50k-$100k)
48455,137733,Upper Middle Income ($100k-$200k)
48456,85222,Middle Income ($50k-$100k)
48457,85031,Middle Income ($50k-$100k)
48458,66473,Middle Income ($50k-$100k)
48460,91426,Middle Income ($50k-$100k)
48461,97783,Middle Income ($50k-$100k)
48462,134595,Upper Middle Income ($100k-$200k)
48463,88078,Middle Income ($50k-$100k)
48464,104114,Upper Middle Income ($100k-$200k)
48465,113939,Upper Middle Income ($100k-$200k)
48466,78542,Middle Income ($50k-$100k)
48467,81665,Middle Income ($50k-$100k)
48468,79035,Middle Income ($50k-$100k)
48469,90498,Middle Income ($50k-$100k)
48470,74360,Middle Income ($50k-$100k)
48471,79476,Middle Income ($50k-$100k)
48472,95371,Middle Income ($50k-$100k)
48473,99512,Middle Income ($50k-$100k)
48475,80794,Middle Income ($50k-$100k)
48476,85015,Middle Income ($50k-$100k)
48502,50681,Middle Income ($50k-$100k)
48503,56949,Middle Income ($50k-$100k)
48504,48859,Low Income (<$50k)
48505,42082,Low Income (<$50k)
48506,62206,Middle Income ($50k-$100k)
48507,58199,Middle Income ($50k-$100k)
48509,74046,Middle Income ($50k-$100k)
48519,73299,Middle Income ($50k-$100k)
48529,51899,Middle Income ($50k-$100k)
48532,77307,Middle Income ($50k-$100k)
48601,50100,Middle Income ($50k-$100k)
48602,58189,Middle Income ($50k-$100k)
48603,91943,Middle Income ($50k-$100k)
48604,79562,Middle Income ($50k-$100k)
48607,54923,Middle Income ($50k-$100k)
48609,92013,Middle Income ($50k-$100k)
48610,65330,Middle Income ($50k-$100k)
48611,99461,Middle Income ($50k-$100k)
48612,76355,Middle Income ($50k-$100k)
48613,75048,Middle Income ($50k-$100k)
48614,83212,Middle Income ($50k-$100k)
48615,85526,Middle Income ($50k-$100k)
48616,85485,Middle Income ($50k-$100k)
48617,78198,Middle Income ($50k-$100k)
48618,79067,Middle Income ($50k-$100k)
48619,54716,Middle Income ($50k-$100k)
48620,96453,Middle Income ($50k-$100k)
48621,61457,Middle Income ($50k-$100k)
48622,73003,Middle Income ($50k-$100k)
48623,125704,Upper Middle Income ($100k-$200k)
48624,72931,Middle Income ($50k-$100k)
48625,61231,Middle Income ($50k-$100k)
48626,109345,Upper Middle Income ($100k-$200k)
48627,85264,Middle Income ($50k-$100k)
48628,107736,Upper Middle Income ($100k-$200k)
48629,74696,Middle Income ($50k-$100k)
48630,63351,Middle Income ($50k-$100k)
48631,96225,Middle Income ($50k-$100k)
48632,76668,Middle Income ($50k-$100k)
48633,48453,Low Income (<$50k)
48634,101906,Upper Middle Income ($100k-$200k)
48635,72346,Middle Income ($50k-$100k)
48636,76333,Middle Income ($50k-$100k)
48637,78479,Middle Income ($50k-$100k)
48638,90111,Middle Income ($50k-$100k)
48640,107911,Upper Middle Income ($100k-$200k)
48642,106320,Upper Middle Income ($100k-$200k)
48647,55884,Middle Income ($50k-$100k)
48649,94329,Middle Income ($50k-$100k)
48650,77805,Middle Income ($50k-$100k)
48651,69107,Middle Income ($50k-$100k)
48652,90386,Middle Income ($50k-$100k)
48653,85679,Middle Income ($50k-$100k)
48654,64239,Middle Income ($50k-$100k)
48655,85838,Middle Income ($50k-$100k)
48656,65222,Middle Income ($50k-$100k)
48657,99894,Middle Income ($50k-$100k)
48658,67889,Middle Income ($50k-$100k)
48659,70547,Middle Income ($50k-$100k)
48661,76504,Middle Income ($50k-$100k)
48662,80025,Middle Income ($50k-$100k)
48701,89412,Middle Income ($50k-$100k)
48703,81747,Middle Income ($50k-$100k)
48705,60321,Middle Income ($50k-$100k)
48706,80915,Middle Income ($50k-$100k)
48708,66337,Middle Income ($50k-$100k)
48710,-,Unknown
48720,70966,Middle Income ($50k-$100k)
48721,71762,Middle Income ($50k-$100k)
48722,82519,Middle Income ($50k-$100k)
48723,69822,Middle Income ($50k-$100k)
48724,44953,Low Income (<$50k)
48725,75028,Middle Income ($50k-$100k)
48726,78401,Middle Income ($50k-$100k)
48727,81259,Middle Income ($50k-$100k)
48728,57302,Middle Income ($50k-$100k)
48729,84144,Middle Income ($50k-$100k)
48730,72338,Middle Income ($50k-$100k)
48731,63649,Middle Income ($50k-$100k)
48732,71404,Middle Income ($50k-$100k)
48733,72534,Middle Income ($50k-$100k)
48734,119557,Upper Middle Income ($100k-$200k)
48735,75005,Middle Income ($50k-$100k)
48737,51074,Middle Income ($50k-$100k)
48738,78464,Middle Income ($50k-$100k)
48739,72715,Middle Income ($50k-$100k)
48740,67371,Middle Income ($50k-$100k)
48741,79069,Middle Income ($50k-$100k)
48742,82697,Middle Income ($50k-$100k)
48743,N,Unknown
48744,76875,Middle Income ($50k-$100k)
48745,76726,Middle Income ($50k-$100k)
48746,74874,Middle Income ($50k-$100k)
48747,89389,Middle Income ($50k-$100k)
48748,68089,Middle Income ($50k-$100k)
48749,67192,Middle Income ($50k-$100k)
48750,60761,Middle Income ($50k-$100k)
48754,84444,Middle Income ($50k-$100k)
48755,82347,Middle Income ($50k-$100k)
48756,55974,Middle Income ($50k-$100k)
48757,96549,Middle Income ($50k-$100k)
48759,82685,Middle Income ($50k-$100k)
48760,68954,Middle Income ($50k-$100k)
48761,56160,Middle Income ($50k-$100k)
48762,84920,Middle Income ($50k-$100k)
48763,76294,Middle Income ($50k-$100k)
48765,60606,Middle Income ($50k-$100k)
48766,67574,Middle Income ($50k-$100k)
48767,85591,Middle Income ($50k-$100k)
48768,75987,Middle Income ($50k-$100k)
48770,59431,Middle Income ($50k-$100k)
48801,77270,Middle Income ($50k-$100k)
48806,81772,Middle Income ($50k-$100k)
48807,73378,Middle Income ($50k-$100k)
48808,107441,Upper Middle Income ($100k-$200k)
48809,90219,Middle Income ($50k-$100k)
48811,79132,Middle Income ($50k-$100k)
48813,93116,Middle Income ($50k-$100k)
48815,106933,Upper Middle Income ($100k-$200k)
48816,62951,Middle Income ($50k-$100k)
48817,70953,Middle Income ($50k-$100k)
48818,76341,Middle Income ($50k-$100k)
48819,111841,Upper Middle Income ($100k-$200k)
48820,132976,Upper Middle Income ($100k-$200k)
48821,115244,Upper Middle Income ($100k-$200k)
48822,111281,Upper Middle Income ($100k-$200k)
48823,91595,Middle Income ($50k-$100k)
48824,-,Unknown
48825,N,Unknown
48827,90990,Middle Income ($50k-$100k)
48829,69427,Middle Income ($50k-$100k)
48831,84390,Middle Income ($50k-$100k)
48832,74895,Middle Income ($50k-$100k)
48834,69231,Middle Income ($50k-$100k)
48835,107541,Upper Middle Income ($100k-$200k)
48836,105611,Upper Middle Income ($100k-$200k)
48837,117026,Upper Middle Income ($100k-$200k)
48838,79940,Middle Income ($50k-$100k)
48840,98889,Middle Income ($50k-$100k)
48841,77555,Middle Income ($50k-$100k)
48842,98101,Middle Income ($50k-$100k)
48843,117550,Upper Middle Income ($100k-$200k)
48845,88448,Middle Income ($50k-$100k)
48846,75632,Middle Income ($50k-$100k)
48847,82101,Middle Income ($50k-$100k)
48848,113655,Upper Middle Income ($100k-$200k)
48849,106846,Upper Middle Income ($100k-$200k)
48850,79863,Middle Income ($50k-$100k)
48851,79383,Middle Income ($50k-$100k)
48852,52457,Middle Income ($50k-$100k)
48853,65091,Middle Income ($50k-$100k)
48854,107121,Upper Middle Income ($100k-$200k)
48855,121056,Upper Middle Income ($100k-$200k)
48856,94433,Middle Income ($50k-$100k)
48857,91217,Middle Income ($50k-$100k)
48858,70554,Middle Income ($50k-$100k)
48859,-,Unknown
48860,64794,Middle Income ($50k-$100k)
48861,114018,Upper Middle Income ($100k-$200k)
48862,59362,Middle Income ($50k-$100k)
48864,168990,Upper Middle Income ($100k-$200k)
48865,96309,Middle Income ($50k-$100k)
48866,81655,Middle Income ($50k-$100k)
48867,82711,Middle Income ($50k-$100k)
48870,47916,Low Income (<$50k)
48871,108842,Upper Middle Income ($100k-$200k)
48872,93615,Middle Income ($50k-$100k)
48873,101054,Upper Middle Income ($100k-$200k)
48874,77371,Middle Income ($50k-$100k)
48875,115076,Upper Middle Income ($100k-$200k)
48876,86557,Middle Income ($50k-$100k)
48877,117488,Upper Middle Income ($100k-$200k)
48878,82981,Middle Income ($50k-$100k)
48879,98313,Middle Income ($50k-$100k)
48880,73448,Middle Income ($50k-$100k)
48881,87513,Middle Income ($50k-$100k)
48883,78409,Middle Income ($50k-$100k)
48884,83571,Middle Income ($50k-$100k)
48885,75880,Middle Income ($50k-$100k)
48886,70648,Middle Income ($50k-$100k)
48888,72349,Middle Income ($50k-$100k)
48889,93561,Middle Income ($50k-$100k)
48890,83733,Middle Income ($50k-$100k)
48891,67263,Middle Income ($50k-$100k)
48892,110226,Upper Middle Income ($100k-$200k)
48893,91180,Middle Income ($50k-$100k)
48894,124912,Upper Middle Income ($100k-$200k)
48895,123303,Upper Middle Income ($100k-$200k)
48896,114777,Upper Middle Income ($100k-$200k)
48897,88074,Middle Income ($50k-$100k)
48906,80893,Middle Income ($50k-$100k)
48910,66299,Middle Income ($50k-$100k)
48911,69135,Middle Income ($50k-$100k)
48912,72842,Middle Income ($50k-$100k)
48915,64466,Middle Income ($50k-$100k)
48917,92607,Middle Income ($50k-$100k)
48933,44618,Low Income (<$50k)
49001,70076,Middle Income ($50k-$100k)
49002,103017,Upper Middle Income ($100k-$200k)
49004,90106,Middle Income ($50k-$100k)
49006,70723,Middle Income ($50k-$100k)
49007,53335,Middle Income ($50k-$100k)
49008,100777,Upper Middle Income ($100k-$200k)
49009,120580,Upper Middle Income ($100k-$200k)
49010,89626,Middle Income ($50k-$100k)
49011,83893,Middle Income ($50k-$100k)
49012,109093,Upper Middle Income ($100k-$200k)
49013,68106,Middle Income ($50k-$100k)
49014,91672,Middle Income ($50k-$100k)
49015,88869,Middle Income ($50k-$100k)
49017,77378,Middle Income ($50k-$100k)
49021,92784,Middle Income ($50k-$100k)
49022,59607,Middle Income ($50k-$100k)
49024,113536,Upper Middle Income ($100k-$200k)
49026,72945,Middle Income ($50k-$100k)
49027,82278,Middle Income ($50k-$100k)
49028,77484,Middle Income ($50k-$100k)
49029,90776,Middle Income ($50k-$100k)
49030,80887,Middle Income ($50k-$100k)
49031,91215,Middle Income ($50k-$100k)
49032,82256,Middle Income ($50k-$100k)
49033,152801,Upper Middle Income ($100k-$200k)
49034,92105,Middle Income ($50k-$100k)
49036,80406,Middle Income ($50k-$100k)
49037,54545,Middle Income ($50k-$100k)
49038,85705,Middle Income ($50k-$100k)
49040,77429,Middle Income ($50k-$100k)
49042,75105,Middle Income ($50k-$100k)
49043,49469,Low Income (<$50k)
49045,76477,Middle Income ($50k-$100k)
49046,124259,Upper Middle Income ($100k-$200k)
49047,86200,Middle Income ($50k-$100k)
49048,75726,Middle Income ($50k-$100k)
49050,85776,Middle Income ($50k-$100k)
49051,113661,Upper Middle Income ($100k-$200k)
49052,78279,Middle Income ($50k-$100k)
49053,105087,Upper Middle Income ($100k-$200k)
49055,77470,Middle Income ($50k-$100k)
49056,90785,Middle Income ($50k-$100k)
49057,72167,Middle Income ($50k-$100k)
49058,88505,Middle Income ($50k-$100k)
49060,323687,High Income (>$200k)
49061,82595,Middle Income ($50k-$100k)
49063,-,Unknown
49064,81765,Middle Income ($50k-$100k)
49065,90563,Middle Income ($50k-$100k)
49066,75000,Middle Income ($50k-$100k)
49067,86898,Middle Income ($50k-$100k)
49068,106603,Upper Middle Income ($100k-$200k)
49070,93700,Middle Income ($50k-$100k)
49071,127969,Upper Middle Income ($100k-$200k)
49072,82050,Middle Income ($50k-$100k)
49073,80271,Middle Income ($50k-$100k)
49074,30618,Low Income (<$50k)
49075,93436,Middle Income ($50k-$100k)
49076,91370,Middle Income ($50k-$100k)
49078,98589,Middle Income ($50k-$100k)
49079,88727,Middle Income ($50k-$100k)
49080,89130,Middle Income ($50k-$100k)
49082,85851,Middle Income ($50k-$100k)
49083,158975,Upper Middle Income ($100k-$200k)
49084,50733,Middle Income ($50k-$100k)
49085,126758,Upper Middle Income ($100k-$200k)
49087,117409,Upper Middle Income ($100k-$200k)
49088,130105,Upper Middle Income ($100k-$200k)
49089,76023,Middle Income ($50k-$100k)
49090,95327,Middle Income ($50k-$100k)
49091,84921,Middle Income ($50k-$100k)
49092,83607,Middle Income ($50k-$100k)
49093,79847,Middle Income ($50k-$100k)
49094,73473,Middle Income ($50k-$100k)
49095,142556,Upper Middle Income ($100k-$200k)
49096,87686,Middle Income ($50k-$100k)
49097,109466,Upper Middle Income ($100k-$200k)
49098,78125,Middle Income ($50k-$100k)
49099,83008,Middle Income ($50k-$100k)
49101,99131,Middle Income ($50k-$100k)
49102,94570,Middle Income ($50k-$100k)
49103,85104,Middle Income ($50k-$100k)
49104,-,Unknown
49106,98074,Middle Income ($50k-$100k)
49107,82214,Middle Income ($50k-$100k)
49111,79792,Middle Income ($50k-$100k)
49112,92103,Middle Income ($50k-$100k)
49113,75708,Middle Income ($50k-$100k)
49115,72351,Middle Income ($50k-$100k)
49116,162702,Upper Middle Income ($100k-$200k)
49117,117905,Upper Middle Income ($100k-$200k)
49119,73676,Middle Income ($50k-$100k)
49120,86703,Middle Income ($50k-$100k)
49125,110880,Upper Middle Income ($100k-$200k)
49126,78001,Middle Income ($50k-$100k)
49127,120641,Upper Middle Income ($100k-$200k)
49128,103115,Upper Middle Income ($100k-$200k)
49129,147075,Upper Middle Income ($100k-$200k)
49130,103082,Upper Middle Income ($100k-$200k)
49201,95012,Middle Income ($50k-$100k)
49202,61382,Middle Income ($50k-$100k)
49203,71630,Middle Income ($50k-$100k)
49220,85768,Middle Income ($50k-$100k)
49221,78809,Middle Income ($50k-$100k)
49224,69349,Middle Income ($50k-$100k)
49227,75114,Middle Income ($50k-$100k)
49228,98176,Middle Income ($50k-$100k)
49229,103011,Upper Middle Income ($100k-$200k)
49230,123935,Upper Middle Income ($100k-$200k)
49232,70881,Middle Income ($50k-$100k)
49233,101772,Upper Middle Income ($100k-$200k)
49234,141180,Upper Middle Income ($100k-$200k)
49235,77383,Middle Income ($50k-$100k)
49236,93424,Middle Income ($50k-$100k)
49237,80410,Middle Income ($50k-$100k)
49238,80695,Middle Income ($50k-$100k)
49240,121706,Upper Middle Income ($100k-$200k)
49241,85181,Middle Income ($50k-$100k)
49242,78003,Middle Income ($50k-$100k)
49245,86394,Middle Income ($50k-$100k)
49246,103020,Upper Middle Income ($100k-$200k)
49247,78872,Middle Income ($50k-$100k)
49248,85107,Middle Income ($50k-$100k)
49249,118851,Upper Middle Income ($100k-$200k)
49250,83390,Middle Income ($50k-$100k)
49251,95623,Middle Income ($50k-$100k)
49252,70517,Middle Income ($50k-$100k)
49253,106726,Upper Middle Income ($100k-$200k)
49254,77568,Middle Income ($50k-$100k)
49255,63927,Middle Income ($50k-$100k)
49256,75389,Middle Income ($50k-$100k)
49258,N,Unknown
49259,93740,Middle Income ($50k-$100k)
49261,167049,Upper Middle Income ($100k-$200k)
49262,76774,Middle Income ($50k-$100k)
49263,-,Unknown
49264,106508,Upper Middle Income ($100k-$200k)
49265,99222,Middle Income ($50k-$100k)
49266,76803,Middle Income ($50k-$100k)
49267,145909,Upper Middle Income ($100k-$200k)
49268,96429,Middle Income ($50k-$100k)
49269,99461,Middle Income ($50k-$100k)
49270,123979,Upper Middle Income ($100k-$200k)
49271,75398,Middle Income ($50k-$100k)
49272,108687,Upper Middle Income ($100k-$200k)
49274,72237,Middle Income ($50k-$100k)
49276,111434,Upper Middle Income ($100k-$200k)
49277,99249,Middle Income ($50k-$100k)
49279,80724,Middle Income ($50k-$100k)
49282,37820,Low Income (<$50k)
49283,104206,Upper Middle Income ($100k-$200k)
49284,71812,Middle Income ($50k-$100k)
49285,93741,Middle Income ($50k-$100k)
49286,91044,Middle Income ($50k-$100k)
49287,119626,Upper Middle Income ($100k-$200k)
49288,71483,Middle Income ($50k-$100k)
49289,60654,Middle Income ($50k-$100k)
49301,242333,High Income (>$200k)
49302,152248,Upper Middle Income ($100k-$200k)
49303,87888,Middle Income ($50k-$100k)
49304,53523,Middle Income ($50k-$100k)
49305,68152,Middle Income ($50k-$100k)
49306,159223,Upper Middle Income ($100k-$200k)
49307,74871,Middle Income ($50k-$100k)
49309,62209,Middle Income ($50k-$100k)
49310,73852,Middle Income ($50k-$100k)
49312,48984,Low Income (<$50k)
49315,142351,Upper Middle Income ($100k-$200k)
49316,131896,Upper Middle Income ($100k-$200k)
49318,97080,Middle Income ($50k-$100k)
49319,109693,Upper Middle Income ($100k-$200k)
49320,61114,Middle Income ($50k-$100k)
49321,94079,Middle Income ($50k-$100k)
49322,84262,Middle Income ($50k-$100k)
49323,107126,Upper Middle Income ($100k-$200k)
49325,111660,Upper Middle Income ($100k-$200k)
49326,97647,Middle Income ($50k-$100k)
49327,79852,Middle Income ($50k-$100k)
49328,96581,Middle Income ($50k-$100k)
49329,96539,Middle Income ($50k-$100k)
49330,91239,Middle Income ($50k-$100k)
49331,104617,Upper Middle Income ($100k-$200k)
49332,69578,Middle Income ($50k-$100k)
49333,109804,Upper Middle Income ($100k-$200k)
49335,102826,Upper Middle Income ($100k-$200k)
49336,74981,Middle Income ($50k-$100k)
49337,83383,Middle Income ($50k-$100k)
49338,72677,Middle Income ($50k-$100k)
49339,109360,Upper Middle Income ($100k-$200k)
49340,71832,Middle Income ($50k-$100k)
49341,137003,Upper Middle Income ($100k-$200k)
49342,73802,Middle Income ($50k-$100k)
49343,88494,Middle Income ($50k-$100k)
49344,91959,Middle Income ($50k-$100k)
49345,107467,Upper Middle Income ($100k-$200k)
49346,82292,Middle Income ($50k-$100k)
49347,94934,Middle Income ($50k-$100k)
49348,98467,Middle Income ($50k-$100k)
49349,71279,Middle Income ($50k-$100k)
49401,90707,Middle Income ($50k-$100k)
49402,68233,Middle Income ($50k-$100k)
49403,106365,Upper Middle Income ($100k-$200k)
49404,100539,Upper Middle Income ($100k-$200k)
49405,89734,Middle Income ($50k-$100k)
49406,155871,Upper Middle Income ($100k-$200k)
49408,105074,Upper Middle Income ($100k-$200k)
49409,N,Unknown
49410,73385,Middle Income ($50k-$100k)
49411,77827,Middle Income ($50k-$100k)
49412,82651,Middle Income ($50k-$100k)
49415,106090,Upper Middle Income ($100k-$200k)
49417,107763,Upper Middle Income ($100k-$200k)
49418,114306,Upper Middle Income ($100k-$200k)
49419,110901,Upper Middle Income ($100k-$200k)
49420,77156,Middle Income ($50k-$100k)
49421,68336,Middle Income ($50k-$100k)
49423,104426,Upper Middle Income ($100k-$200k)
49424,114646,Upper Middle Income ($100k-$200k)
49425,79642,Middle Income ($50k-$100k)
49426,131004,Upper Middle Income ($100k-$200k)
49428,110608,Upper Middle Income ($100k-$200k)
49430,N,Unknown
49431,90108,Middle Income ($50k-$100k)
49434,381151,High Income (>$200k)
49435,127067,Upper Middle Income ($100k-$200k)
49436,84686,Middle Income ($50k-$100k)
49437,106422,Upper Middle Income ($100k-$200k)
49440,79290,Middle Income ($50k-$100k)
49441,81218,Middle Income ($50k-$100k)
49442,61866,Middle Income ($50k-$100k)
49443,-,Unknown
49444,70248,Middle Income ($50k-$100k)
49445,103285,Upper Middle Income ($100k-$200k)
49446,80515,Middle Income ($50k-$100k)
49448,106711,Upper Middle Income ($100k-$200k)
49449,107573,Upper Middle Income ($100k-$200k)
49450,76286,Middle Income ($50k-$100k)
49451,88526,Middle Income ($50k-$100k)
49452,72096,Middle Income ($50k-$100k)
49453,150241,Upper Middle Income ($100k-$200k)
49454,76030,Middle Income ($50k-$100k)
49455,84357,Middle Income ($50k-$100k)
49456,129024,Upper Middle Income ($100k-$200k)
49457,92688,Middle Income ($50k-$100k)
49458,96575,Middle Income ($50k-$100k)
49459,67692,Middle Income ($50k-$100k)
49460,154231,Upper Middle Income ($100k-$200k)
49461,105689,Upper Middle Income ($100k-$200k)
49464,123435,Upper Middle Income ($100k-$200k)
49503,80953,Middle Income ($50k-$100k)
49504,85282,Middle Income ($50k-$100k)
49505,86314,Middle Income ($50k-$100k)
49506,156100,Upper Middle Income ($100k-$200k)
49507,79864,Middle Income ($50k-$100k)
49508,89029,Middle Income ($50k-$100k)
49509,82470,Middle Income ($50k-$100k)
49512,93906,Middle Income ($50k-$100k)
49519,88673,Middle Income ($50k-$100k)
49525,126626,Upper Middle Income ($100k-$200k)
49534,107290,Upper Middle Income ($100k-$200k)
49544,95251,Middle Income ($50k-$100k)
49546,143139,Upper Middle Income ($100k-$200k)
49548,74723,Middle Income ($50k-$100k)
49601,83524,Middle Income ($50k-$100k)
49611,87032,Middle Income ($50k-$100k)
49612,112434,Upper Middle Income ($100k-$200k)
49613,126426,Upper Middle Income ($100k-$200k)
49614,86373,Middle Income ($50k-$100k)
49615,104480,Upper Middle Income ($100k-$200k)
49616,77481,Middle Income ($50k-$100k)
49617,99479,Middle Income ($50k-$100k)
49618,67056,Middle Income ($50k-$100k)
49619,75706,Middle Income ($50k-$100k)
49620,82423,Middle Income ($50k-$100k)
49621,117776,Upper Middle Income ($100k-$200k)
49622,97402,Middle Income ($50k-$100k)
49623,63791,Middle Income ($50k-$100k)
49625,59506,Middle Income ($50k-$100k)
49626,69014,Middle Income ($50k-$100k)
49627,72283,Middle Income ($50k-$100k)
49628,150464,Upper Middle Income ($100k-$200k)
49629,87344,Middle Income ($50k-$100k)
49630,163380,Upper Middle Income ($100k-$200k)
49631,65432,Middle Income ($50k-$100k)
49632,61779,Middle Income ($50k-$100k)
49633,90826,Middle Income ($50k-$100k)
49634,66334,Middle Income ($50k-$100k)
49635,112141,Upper Middle Income ($100k-$200k)
49636,205079,High Income (>$200k)
49637,89627,Middle Income ($50k-$100k)
49638,62183,Middle Income ($50k-$100k)
49639,80799,Middle Income ($50k-$100k)
49640,107892,Upper Middle Income ($100k-$200k)
49642,44537,Low Income (<$50k)
49643,93734,Middle Income ($50k-$100k)
49644,70954,Middle Income ($50k-$100k)
49645,64734,Middle Income ($50k-$100k)
49646,73815,Middle Income ($50k-$100k)
49648,121328,Upper Middle Income ($100k-$200k)
49649,94024,Middle Income ($50k-$100k)
49650,97085,Middle Income ($50k-$100k)
49651,86450,Middle Income ($50k-$100k)
49653,121824,Upper Middle Income ($100k-$200k)
49654,172993,Upper Middle Income ($100k-$200k)
49655,85440,Middle Income ($50k-$100k)
49656,68463,Middle Income ($50k-$100k)
49657,86329,Middle Income ($50k-$100k)
49659,69977,Middle Income ($50k-$100k)
49660,89049,Middle Income ($50k-$100k)
49663,70133,Middle Income ($50k-$100k)
49664,120722,Upper Middle Income ($100k-$200k)
49665,73048,Middle Income ($50k-$100k)
49667,49087,Low Income (<$50k)
49668,65454,Middle Income ($50k-$100k)
